video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=JV3su-1aLP8&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@Rarran,Rarran,I Tried To Get The Highest Rank in MTG in 30 Days,449K,1 year,Subscribe and Like the video :) You should watch me live on Twitch: https://twitch.tv/rarran ▷Discord: https://discord.gg/AYThPma ...,2026-01-21 19:06:09.378912
/watch?v=b5W9t62t10I&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@mtg,Magic: The Gathering,War of the Spark Official Trailer – Magic: The Gathering,14M,6 years,"We have a fight to finish. Nicol Bolas controls Ravnica. With Liliana Vess under his devious contract, the dragon god's army of ...",2026-01-21 19:06:09.380047
/watch?v=EGvcA3rp0ts&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@Play_MTG,Play MTG,"Magic World Championship 31 - Top 8 - Bellevue, WA",122K,Streamed 1 month,It's time for the culmination of an utterly fantastic season of competitive play here in Magic the Gathering it's World Championship ...,2026-01-21 19:06:16.829366
/watch?v=RTaEo25XRjM&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@MTGGoldfish,MTGGoldfish,The Most Broken Card from Every Year of Magic: the Gathering | MTG,128K,1 month,Today we look at the most broken card from every year of Magic's 30+ year history! Need some Magic cards?,2026-01-21 19:06:16.832492
/watch?v=_kuauoZWyyo&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@commandcast,The Command Zone,MTG Fallout w/ Kyle Hill  & Tiffany Smith | Game Knights 68 | Magic The Gathering Commander Gameplay,1.4M,1 year,"Support the show and become a Patron! Be a part of our community, receive awesome rewards, and more!",2026-01-21 19:06:16.834013
/shorts/p4CUlWvgFx8,/@Bounce-Magic,BounceMagic,POV: STOP SLEEPING ON MAXIMUM CARNAGE! | Magic: The Gathering | #shorts #edh #mtg #commander,18K,14 hours,POV: STOP SLEEPING ON MAXIMUM CARNAGE! | Magic: The Gathering | #shorts #edh #mtg #commander Join the channel to ...,2026-01-21 19:06:16.835259
/watch?v=5_a5WLCWqsw&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZ9IHCQmHCgGHKiGM7w%3D%3D,/@MattcasterMage,Mattcaster Mage MTG,I Bought 8 Pounds Of Magic The Gathering Cards From Goodwill!,40K,2 months,Sign up to CardCastle here and get a free month of full access: https://ccstl.co/mattcaster My Affiliate Links- Use my code ...,2026-01-21 19:06:16.837024
/watch?v=6AGzsQcLpzA&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@commandcast,The Command Zone,How to Play - Magic: The Gathering,365K,4 years,Download Magic Arena today! It's the quick and easy way to learn Magic: The Gathering for FREE: ...,2026-01-21 19:06:16.838732
/watch?v=VXdhqSktjng&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@mtg,Magic: The Gathering,The Avatar Awakens in Magic | Magic: The Gathering® | Avatar: The Last Airbender™ Debut,85K,2 months,"Your new Avatar journey starts with Magic: The Gathering. Now you and your whole ""Gaang"" can awaken the Avatar State and ...",2026-01-21 19:06:16.840158
/shorts/2Nxyf0eFTM4,/@Bounce-Magic,BounceMagic,POV: Is White's Catch-Up Ramp FLAWED!? | Magic: The Gathering | #shorts #edh #mtg #commander,22K,8 hours,POV: Is White's Catch-Up Ramp FLAWED!? | Magic: The Gathering | #shorts #edh #mtg #commander Join the channel to get ...,2026-01-21 19:06:16.841461
/watch?v=0IrWkvsTr3s&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@TolarianCommunityCollege,Tolarian Community College,The Worst Things To Happen In Magic: The Gathering This Year - 2025,287K,3 weeks,Also watch The Best Things To Happen In Magic This Year: https://youtu.be/pf66Z_9YP74 AG1 has their best offer ever! subscribe ...,2026-01-21 19:06:16.843494
/watch?v=r-Apv-KMm5o&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZ9IHCQmHCgGHKiGM7w%3D%3D,/@TolarianCommunityCollege,Tolarian Community College,The Complete Guide To Lorwyn Eclipsed Prerelease! Magic: The Gathering Deck Building,241K,7 days,"Watch our Lorwyn Eclipsed Shuffle Up & PLay with Lorwyn Eclipsed w/ Arin Hanson, Rhystic Studies, and ZachTheBold here: ...",2026-01-21 19:06:16.846062
/watch?v=3KmB9R7vDL4&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@TolarianCommunityCollege,Tolarian Community College,Yes! You Should Buy Lorwyn Eclipsed! Also These 6-7 New Cards For Commander | Magic: The Gathering,287K,12 days,I am giving away TEN (10) collector booster boxes of Lorwyn Eclipsed and EVERY Commander deck from 2025 PLUS Lorwyn's!,2026-01-21 19:06:16.847584
/shorts/oMJyLQlmrgU,/@TolarianCommunityCollege,Tolarian Community College,Is This The Most Hated Play In Commander?,2.8M,1 year,... 55 here: https://youtu.be/AsCgI0Om-E8 #mtgcommander #magicthegathering #tolariancommunitycollege Magic: The Gathering ...,2026-01-21 19:06:16.848793
/watch?v=vWu4qtvYGbA&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@EddyGatheringMagic,Eddy Gathering Magic,Starting Magic The Gathering in 2025 - Buyer's Guide For Beginners,276K,1 year,I started playing Magic: The Gathering 2 months ago and today I'm giving you guys a guide on what to buy and not buy.,2026-01-21 19:06:16.851443
/watch?v=269giWwNGN4&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@commandcast,The Command Zone,Edge of Eternities w/ Bosco & Irene The Alien | Game Knights #79 | Magic MTG Commander Gameplay EDH,469K,5 months,"Support the show and become a Patron! Be a part of our community, receive awesome rewards, and more!",2026-01-21 19:06:16.852725
/watch?v=Us8Z6Y7eIUo&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@commandcast,The Command Zone,Lorwyn Eclipsed Draft Night w/Voxy | Live Stream | Magic: The Gathering MTG Gameplay,85K,6 days,"This video is sponsored by Wizards of the Coast. Become a Patron to support our content, receive awesome rewards, join our ...",2026-01-21 19:06:16.854100
/watch?v=1b8Zf7wRNqg&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@Play_MTG,Play MTG,"Magic World Championship 31 - Day One - Bellevue, WA",95K,Streamed 1 month,What a fantastic season of Magic the Gathering competition it has been and this is the culmination of all of that here this weekend ...,2026-01-21 19:06:25.547663
/watch?v=eGfXDxrue1w&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@LeagueofLoLReplayz,Mad Max (Virtulol),South Park Magic the Gathering,5.1M,11 years,"South Park made an episode on magic the gathering, little clip here. Cheap game at: https://www.g2a.com/r/virtuoz.",2026-01-21 19:06:25.550896
/watch?v=afwn26C3mwI&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@GeekandSundry,Geek & Sundry,How to Play Magic: The Gathering | Enter the Commander,510K,7 years,Trish Hershburger and Josephine McAdam show off the Commander format with Becca Scott and guests Josh Lee Kwai and Kyle ...,2026-01-21 19:06:25.554251
/watch?v=PSBqbUHCHXM&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZ9IHCQmHCgGHKiGM7w%3D%3D,/@wikiHow,wikiHow,How to Play Magic: The Gathering,190K,5 years,Learn How to Play Magic: The Gathering with this guide from wikiHow: https://www.wikihow.com/Play-Magic%3A-The-Gathering ...,2026-01-21 19:06:25.559978
/shorts/3GvJ7rjkcbo,/@PainterServant,Painter's Servant,Every Magic The Gathering Artifact in History Part 368 #commander #mtgcommander #edh #mtg #busted,No,3 hours,"Welcome to Painter's Servant! Your YouTube home for Magic: The Gathering artifact history, card highlights, lore bites, and fast ...",2026-01-21 19:06:25.561098
/watch?v=2pfClVglEwQ&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@MTG_Therapy,MTG Therapy,How to Play Magic The Gathering - Beginner’s Guide to Building Decks in MTG - 40/60/100 Card Formats,42K,10 months,How to Play Magic The Gathering - Beginner's Guide to Building Decks in MTG - 40/60/100 Card Formats Welcome to MTG ...,2026-01-21 19:06:25.562624
/watch?v=s9vXVPriYAo&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@MTGMeat,Meaty Magic,Magic's Most Annoying Format,277K,5 months,We crash out playing cEDH. Hunter's deck: https://moxfield.com/decks/yegQmIne2E6uy9B5QzL9hA Nik's deck: ...,2026-01-21 19:06:25.564911
/watch?v=2pSpSsTS0Ys&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@OmeX24,OmeX,Opening Every Pack of Magic The Gathering Since 1994,127K,2 months,Download Brave Frontier Versus for FREE from the App Store and Google Play Store Today!,2026-01-21 19:06:25.567503
/shorts/OmxACKx6kKk,/@CallumsCards,Callum's Cards,How to START Playing Magic: The Gathering!,83K,1 year,because its super fun and you'll like it I promise!!,2026-01-21 19:06:25.569627
/watch?v=7X_W4OQfSn0&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@commandcast,The Command Zone,FINAL FANTASY x MAGIC w/ Jacob Bertrand | Game Knights 78 | MTG Commander Gameplay EDH Gathering,860K,7 months,"Support the show and become a Patron! Be a part of our community, receive awesome rewards, and more!",2026-01-21 19:06:25.570985
/watch?v=p5ENXsnGodE&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@ForceGamingYT,Force Gaming,Magic The Gathering Is NOT What I Remember,56K,3 months,"Looks like I'm back to slinging cards, here we go again.",2026-01-21 19:06:25.574280
/watch?v=P05mon-0W4U&pp=ygUTbWFnaWMgdGhlIGdhdGhlcmluZw%3D%3D,/@OOMTG,Out Of Mana,The Complete Story of The Eldrazi - Magic: The Gathering,414K,1 year,"The Eldrazi are Magic The Gathering's most powerful Tribe - This is the history of Ulamog, Kozilek, And Emrakul. Check out my ...",2026-01-21 19:06:25.575831
/shorts/BBkYNvYXAg0,/@MindGamesVic,Mind Games Victoria,"Asked for a Commander deck, got a bunch of packs instead...",6.4M,8 months,"Asked for a Commander deck, got a bunch of packs instead... Honestly, not mad about it. #mtg #magicthegathering ...",2026-01-21 19:06:25.577131
/shorts/3l45oUG5fEI,/@cardking47,Cardking47,What's your most expensive magic card? 🔥 Was not expecting this! 👀,1M,11 months,What's your most expensive magic card? Was not expecting this! #mtg #magicthegathering #mtgcommander #edh #tcg.,2026-01-21 19:06:25.578227
/shorts/VwfzpQTAqS4,/@ChaseAfterTheRightPrice,Chase After The Right Price,Scanning 7000 Magic The Gathering Cards in one sitting #Shorts,823K,4 years,"We use the TCG Player app for scanning cards, and really had to put it to the test. After scanning somewhere between 6000-7000 ...",2026-01-21 19:06:25.579283
